央视频道,#genre#
河北卫视,http://qwt.zhibotv.top:2016/全网通.php?id=河北卫视
河南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=河南卫视
湖北卫视,http://qwt.zhibotv.top:2016/全网通.php?id=湖北卫视
湖南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=湖南卫视
黑龙江卫视,http://qwt.zhibotv.top:2016/全网通.php?id=黑龙江卫视
吉林卫视,http://qwt.zhibotv.top:2016/全网通.php?id=吉林卫视
甘肃卫视,http://qwt.zhibotv.top:2016/全网通.php?id=甘肃卫视
甘肃卫视,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
重庆卫视,http://qwt.zhibotv.top:2016/全网通.php?id=重庆卫视
江西卫视,http://qwt.zhibotv.top:2016/全网通.php?id=江西卫视
辽宁卫视,http://qwt.zhibotv.top:2016/全网通.php?id=辽宁卫视
内蒙古卫视,http://qwt.zhibotv.top:2016/全网通.php?id=内蒙古卫视
宁夏卫视,http://qwt.zhibotv.top:2016/全网通.php?id=宁夏卫视
青海卫视,http://qwt.zhibotv.top:2016/全网通.php?id=青海卫视
安徽卫视,http://qwt.zhibotv.top:2016/全网通.php?id=安徽卫视
山西卫视,http://qwt.zhibotv.top:2016/全网通.php?id=山西卫视
陕西卫视,http://qwt.zhibotv.top:2016/全网通.php?id=陕西卫视
陕西卫视,http://hlsbkmgsplive.miguvideo.com/migu/kailu/shan3xiws/57/20220809/index.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=
四川卫视,http://qwt.zhibotv.top:2016/全网通.php?id=四川卫视
深圳卫视,http://qwt.zhibotv.top:2016/全网通.php?id=深圳卫视
三沙卫视,http://qwt.zhibotv.top:2016/全网通.php?id=三沙卫视
天津卫视,http://qwt.zhibotv.top:2016/全网通.php?id=天津卫视
西藏卫视,http://qwt.zhibotv.top:2016/全网通.php?id=西藏卫视
厦门卫视,http://qwt.zhibotv.top:2016/全网通.php?id=厦门卫视
厦门卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000266006/1.m3u8
厦门卫视,http://[2409:8087:74F1:0021::0008]/270000001128/9900000058/index.m3u8
厦门卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226542/1.m3u8
云南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=云南卫视
延边卫视,http://qwt.zhibotv.top:2016/全网通.php?id=延边卫视
延边卫视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8#
延边卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
延边卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227045/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Eq0D3NdTUN7FuRzr8eJsbQA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
浙江卫视,http://qwt.zhibotv.top:2016/全网通.php?id=浙江卫视
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
安多卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225659
安多卫视,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
安多卫视,https://liveout.xntv.tv/a65jur/96iln2.m3u8
安多卫视,https://liveout.xntv.tv/a65jur/90p2i1.m3u8?zqinghd
兵团卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
康巴卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225660
康巴卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
康巴卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227027/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EkHMvBpWz4rccMxNvSRekpQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND

港·澳·台,#genre#
凤凰中文,http://qwt.zhibotv.top:2016/全网通.php?id=凤凰中文台
凤凰资讯,http://qwt.zhibotv.top:2016/全网通.php?id=凤凰资讯台
凤凰香港,http://qwt.zhibotv.top:2016/全网通.php?id=凤凰香港台
翡翠台,http://qwt.zhibotv.top:2016/全网通.php?id=翡翠台
无线新闻台,http://qwt.zhibotv.top:2016/全网通.php?id=无线新闻台
无线新闻台,http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8
中天新闻台,http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8
TVB翡翠台,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8
TVB翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
TVBS新闻,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8
寰宇新闻,http://aktv.top/AKTV/live/aktv/null-9/AKTV.m3u8
凤凰卫视中文台,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8
TVBS,http://aktv.top/AKTV/live/aktv/tvbs/AKTV.m3u8
无线新闻台(北美),http://aktv.top/AKTV/live/aktv2/null-1/AKTV.m3u8
凤凰卫视资讯台,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8
美亚电影台(HK),http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8
明珠台,http://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8
东森新闻,http://aktv.top/AKTV/live/aktv2/null/AKTV.m3u8
东森新闻,https://stream1.freetv.fun/dong-sen-xin-wen-1.m3u8
凤凰卫视香港台,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8
TVB+,http://aktv.top/AKTV/live/aktv/tvbplus/AKTV.m3u8
中天亚洲台,http://aktv.top/AKTV/live/aktv/null-12/AKTV.m3u8
翡翠综合台(北美),http://aktv.top/AKTV/live/aktv/null-17/AKTV.m3u8
千禧经典台(HK),http://aktv.top/AKTV/live/aktv/null-15/AKTV.m3u8
翡翠剧集台(北美),http://aktv.top/AKTV/live/aktv/null-18/AKTV.m3u8
娱乐新闻台(HK),http://aktv.top/AKTV/live/aktv/hk/AKTV.m3u8
PopC,http://aktv.top/AKTV/live/aktv/popc/AKTV.m3u8
黄金翡翠台,http://aktv.top/AKTV/live/aktv/null-21/AKTV.m3u8
myTV SUPER 18台,http://aktv.top/AKTV/live/aktv/mytvsuper18/AKTV.m3u8
中视,http://aktv.top/AKTV/live/aktv/null-10/AKTV.m3u8
明珠剧集台(北美),http://aktv.top/AKTV/live/aktv/null-19/AKTV.m3u8
Channel 8 HD,http://aktv.top/AKTV/live/aktv/channel8hd/AKTV.m3u8
Channel 5 HD,http://aktv.top/AKTV/live/aktv/channel5hd/AKTV.m3u8
viutv,http://aktv.top/AKTV/live/aktv2/viutv99/AKTV.m3u8
靖天电影,http://aktv.top/AKTV/live/aktv/null-6/AKTV.m3u8
华视,http://aktv.top/AKTV/live/aktv/null-11/AKTV.m3u8
28 AI 智慧賽馬,http://aktv.top/AKTV/live/aktv/28ai/AKTV.m3u8
tvN,http://aktv.top/AKTV/live/aktv/tvn/AKTV.m3u8
龙华电影,http://aktv.top/AKTV/live/aktv/null-23/AKTV.m3u8
龙华电影,https://cdn8.163189.xyz/live/lhdy/stream.m3u8
ROCK Action,http://aktv.top/AKTV/live/aktv/rockaction/AKTV.m3u8
龙华经典,http://aktv.top/AKTV/live/aktv/null-7/AKTV.m3u8
viutv6,http://aktv.top/AKTV/live/aktv2/viutv696/AKTV.m3u8
Channel U HD,http://aktv.top/AKTV/live/aktv/channeluhd/AKTV.m3u8
Animax(HK),http://aktv.top/AKTV/live/aktv3/animaxhk/AKTV.m3u8
无线卫星新闻台,http://aktv.top/AKTV/live/aktv3/null-2/AKTV.m3u8
龙华日韩,http://aktv.top/AKTV/live/aktv/null-22/AKTV.m3u8
Thrill,http://aktv.top/AKTV/live/aktv3/thrill/AKTV.m3u8
france24,http://aktv.top/AKTV/live/aktv3/france24/AKTV.m3u8
DW,http://aktv.top/AKTV/live/aktv3/dw/AKTV.m3u8
亚洲新闻,http://aktv.top/AKTV/live/aktv3/null-3/AKTV.m3u8
东方卫视国际频道,http://aktv.top/AKTV/live/aktv3/null/AKTV.m3u8
KIX,http://aktv.top/AKTV/live/aktv3/kix/AKTV.m3u8
Nick Jr,http://aktv.top/AKTV/live/aktv3/nickjr/AKTV.m3u8
Nickelodeon,http://aktv.top/AKTV/live/aktv3/nickelodeon/AKTV.m3u8
AXN,http://aktv.top/AKTV/live/aktv2/axn/AKTV.m3u8
IFUN动漫台,http://aktv.top/AKTV/live/aktv2/ifun/AKTV.m3u8
NHKWorld,http://aktv.top/AKTV/live/aktv3/nhkworldjapan/AKTV.m3u8
ZooMoo,http://aktv.top/AKTV/live/aktv3/zoomoo/AKTV.m3u8
NHK東京総合,http://aktv.top/AKTV/live/aktv3/nhk/AKTV.m3u8
LoveNature,http://aktv.top/AKTV/live/aktv3/lovenaturehd/AKTV.m3u8
LoveNature,http://aktv.top/AKTV/live/aktv2/lovenaturehd/AKTV.m3u8
Astro iQIYI,http://aktv.top/AKTV/live/aktv3/astroiqiyi/AKTV.m3u8
Astro Xing He,http://aktv.top/AKTV/live/aktv3/astroxinghe/AKTV.m3u8
Astro AEC,http://aktv.top/AKTV/live/aktv3/astroaec/AKTV.m3u8
纬来体育,http://aktv.top/AKTV/live/aktv3/null-1/AKTV.m3u8

影视频道,#genre#
贝爷1厅,https://www.goodiptv.club/douyu/252802
贝爷2厅,https://www.goodiptv.club/douyu/36337
贝爷4厅,https://www.goodiptv.club/douyu/4332
刘德华电影,https://www.goodiptv.club/douyu/2516864
好先生,https://www.goodiptv.club/douyu/9650792
庆余年,https://www.goodiptv.club/douyu/5908256
吃米滴虫,https://www.goodiptv.club/douyu/315457
高分电影,https://www.goodiptv.club/douyu/7254536
豆瓣高分,https://www.goodiptv.club/douyu/8770422
漫威影院,https://www.goodiptv.club/douyu/6140589
国产电影,https://www.goodiptv.club/douyu/5423
喜剧电影,https://www.goodiptv.club/douyu/323876
恐怖电影,https://www.goodiptv.club/douyu/218859
恐怖鬼怪,https://www.goodiptv.club/douyu/1165374
童年阴影,https://www.goodiptv.club/douyu/2935323
惊悚电影,https://www.goodiptv.club/douyu/96577
神乐影视,https://www.goodiptv.club/douyu/85894
冰冰影厅,https://www.goodiptv.club/douyu/74374
刀刀影院,https://www.goodiptv.club/douyu/747764
奶虫影院,https://www.goodiptv.club/douyu/263824
圆子影视,https://www.goodiptv.club/douyu/6566658
贝贝影视,https://www.goodiptv.club/douyu/431460
可乐影视,https://www.goodiptv.club/douyu/20415
下饭神剧,https://www.goodiptv.club/douyu/276200
古装神剧,https://www.goodiptv.club/douyu/338759
酒染影视,https://www.goodiptv.club/douyu/7550220
芊珏影视,https://www.goodiptv.club/douyu/8814650
国内剧集,https://www.goodiptv.club/douyu/8157860
国产剧场,https://www.goodiptv.club/douyu/308752
经典剧集,https://www.goodiptv.club/douyu/2838296
