Name: 1998年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5225864507896315430_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 667 ms
Name: 1993年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5217420261875933947_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 962 ms
Name: 1997年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 757 ms
Name: 1995年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5255137907893179578_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 792 ms
Name: 1996年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5202783562064785590_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 780 ms
Name: 1994年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5197154061406974711_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 945 ms
Name: 2000年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5216294359327079321_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 544 ms
Name: 2002年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5255700858599864364_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 529 ms
Name: 1999年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5258234133675308186_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 727 ms
Name: 2001年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5228960735897942616_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 596 ms
Name: 酒染影视, URL: https://www.goodiptv.club/douyu/7550220, Date: None, Resolution: None, Response Time: 3048 ms
Name: 2003年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5232338436280256836_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 599 ms
Name: 2004年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5223894184413450769_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 595 ms
Name: 2007年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5194902262344826321_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 533 ms
Name: 2005年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5254012008863954469_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 559 ms
Name: 2006年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5194339310474320155_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 547 ms
Name: 庆余年, URL: https://www.goodiptv.club/douyu/5908256, Date: None, Resolution: None, Response Time: 4207 ms
Name: 怡宝影视, URL: https://www.goodiptv.club/douyu/434971, Date: None, Resolution: None, Response Time: 3740 ms
Name: 凌儿影院, URL: https://www.goodiptv.club/douyu/1377142, Date: None, Resolution: None, Response Time: 3790 ms
Name: 圆子影视, URL: https://www.goodiptv.club/douyu/6566658, Date: None, Resolution: None, Response Time: 3759 ms
Name: 童年阴影, URL: https://www.goodiptv.club/douyu/2935323, Date: None, Resolution: None, Response Time: 4260 ms
Name: 古装神剧, URL: https://www.goodiptv.club/douyu/338759, Date: None, Resolution: None, Response Time: 3603 ms
Name: 国产电影, URL: https://www.goodiptv.club/douyu/5423, Date: None, Resolution: None, Response Time: 4469 ms
Name: 冰冰影厅, URL: https://www.goodiptv.club/douyu/74374, Date: None, Resolution: None, Response Time: 4411 ms
Name: 芊珏影视, URL: https://www.goodiptv.club/douyu/8814650, Date: None, Resolution: None, Response Time: 2652 ms
Name: 2008年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5210946337266019890_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 958 ms
Name: 2011年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5243597434070590481_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 909 ms
Name: 2012年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5219953534755647343_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 738 ms
Name: 2010年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5210664862006975841_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 936 ms
Name: 2009年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5214042558858339330_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 946 ms
Name: 2017年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5191524564569524830_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 649 ms
Name: 2015年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5248101009010430183_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 652 ms
Name: 2014年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5245286283437869627_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 654 ms
Name: 2019年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5239093835831655107_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 578 ms
Name: 2018年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5212635188105848764_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 651 ms
Name: 2020年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5222205336887088723_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 612 ms
Name: 2021年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5255700831151909807_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 612 ms
Name: 2013年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5241627109089548390_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 698 ms
Name: 2022年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5224457109297710655_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 594 ms
Name: 2016年, URL: https://txmov2.a.kwimgs.com/bs3/video-hls/5238530884094441260_hlshd15.m3u8, Date: None, Resolution: None, Response Time: 780 ms
Name: 高分电影, URL: https://www.goodiptv.club/douyu/7254536, Date: None, Resolution: None, Response Time: 5143 ms
Name: 国家地理野生, URL: http://50.7.238.114:8278/natgeowild_twn/playlist.m3u8?tid=MDDD9803492998034929&ct=18393&tsum=b276f2598186cdc8f4c513d89bfc2032, Date: None, Resolution: None, Response Time: inf ms
Name: 公视台, URL: http://50.7.238.114:8278/ctv_taiwan/playlist.m3u8?tid=13765524&ct=17990&tsum=03eb77c1c186944b97737f14e95076c0, Date: None, Resolution: None, Response Time: inf ms
Name: 八大第一, URL: http://198.16.100.90:8278/badafirst/playlist.m3u8?tid=MD2D8073200480732004&ct=19254&tsum=5cb051b366ad3740cebcc06a987d749e, Date: None, Resolution: None, Response Time: inf ms
Name: 热门港剧, URL: https://www.goodiptv.club/douyu/5522351, Date: None, Resolution: None, Response Time: 3697 ms
Name: 经典剧集, URL: https://www.goodiptv.club/douyu/2838296, Date: None, Resolution: None, Response Time: 2997 ms
Name: 国内剧集, URL: https://www.goodiptv.club/douyu/8157860, Date: None, Resolution: None, Response Time: 3357 ms
Name: 国产剧场, URL: https://www.goodiptv.club/douyu/308752, Date: None, Resolution: None, Response Time: 3557 ms
Name: 2023年, URL: https://vod12.xmyysw.com/20230115/0WtBoE23/index.m3u8, Date: None, Resolution: None, Response Time: 2879 ms
Name: CCTV-15, URL: http://123.154.30.252:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 周星馳电影, URL: http://pull.kktv8.com/livekktv/99350550.flv, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-14, URL: http://123.154.30.252:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://123.154.30.252:9901/tsfile/live/0109_2.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: CHC高清, URL: http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 陕西卫视, URL: http://123.154.30.252:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: CHC家庭, URL: http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-3, URL: http://123.154.30.252:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-1, URL: http://123.154.30.252:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-6, URL: http://123.154.30.252:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 安徽卫视, URL: http://123.154.30.252:9901/tsfile/live/0130_2.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 湖北卫视, URL: http://123.154.30.252:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-13, URL: http://123.154.30.252:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-5, URL: http://123.154.30.252:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 山东新闻, URL: http://39.77.3.5:8989/udp/239.253.254.23:8000, Date: None, Resolution: None, Response Time: inf ms
Name: 山东体育, URL: http://39.77.3.5:8989/udp/239.253.254.22:8000, Date: None, Resolution: None, Response Time: inf ms
Name: 山东综艺, URL: http://39.77.3.5:8989/udp/239.253.254.159:8000, Date: None, Resolution: None, Response Time: inf ms
Name: 湖南卫视, URL: http://123.154.30.252:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 山东教育, URL: http://39.77.3.5:8989/udp/239.253.254.59:8000, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-12, URL: http://123.154.30.252:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-5+, URL: http://183.238.213.11:8181/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 山东生活, URL: http://39.77.3.5:8989/udp/239.253.254.151:8000, Date: None, Resolution: None, Response Time: inf ms
Name: 山东农科, URL: http://39.77.3.5:8989/udp/239.253.254.24:8000, Date: None, Resolution: None, Response Time: inf ms
Name: 东方卫视, URL: http://123.154.30.252:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 浙江卫视, URL: http://123.154.30.252:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 山东少儿, URL: http://39.77.3.5:8989/udp/239.253.254.25:8000, Date: None, Resolution: None, Response Time: inf ms
Name: 江苏卫视, URL: http://123.154.30.252:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-11, URL: http://123.154.30.252:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 山东齐鲁, URL: http://39.77.3.5:8989/udp/239.253.254.114:8000, Date: None, Resolution: None, Response Time: inf ms
Name: 山东体育, URL: http://39.77.3.5:8989/udp/239.253.254.22:8000, Date: None, Resolution: None, Response Time: inf ms
Name: 山东文旅, URL: http://39.77.3.5:8989/udp/239.253.254.160:8000, Date: None, Resolution: None, Response Time: inf ms
Name: 黑龙江卫视, URL: http://123.154.30.252:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 云南卫视, URL: http://123.154.30.252:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 吉林卫视, URL: http://123.154.30.252:9901/tsfile/live/0116_2.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 三沙卫视, URL: http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001185/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-5, URL: http://123.154.30.252:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-2, URL: http://123.154.30.252:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 新疆卫视, URL: http://175.10.228.184:9998/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 西藏卫视, URL: http://123.154.30.252:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-10, URL: http://123.154.30.252:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 辽宁卫视, URL: http://123.154.30.252:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 青海卫视, URL: http://123.154.30.252:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 河北卫视, URL: http://123.154.30.252:9901/tsfile/live/0111_2.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-9, URL: http://123.154.30.252:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 内蒙古卫视, URL: http://123.154.30.252:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 江西卫视, URL: http://123.154.30.252:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 宁夏卫视, URL: http://123.154.30.252:9901/tsfile/live/0112_2.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 贵州卫视, URL: http://123.154.30.252:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 天津卫视, URL: http://123.154.30.252:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 重庆卫视, URL: http://123.154.30.252:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 四川卫视, URL: http://123.154.30.252:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 广东卫视, URL: http://123.154.30.252:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 海南卫视, URL: http://175.10.228.184:9998/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-8, URL: http://123.154.30.252:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-4, URL: http://221.205.65.193:9999/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 广西卫视, URL: http://123.154.30.252:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 甘肃卫视, URL: http://123.154.30.252:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 北京卫视, URL: http://123.154.30.252:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-17, URL: http://221.234.25.122:9999/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: 东南卫视, URL: http://123.154.30.252:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-16, URL: http://183.238.213.11:8181/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-7, URL: http://123.154.30.252:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: inf ms
